Scanning image go-example-tester.tar
+--------------------------------+------+-----------+-------------+-----------------------+--------------------------------------------+
| OSV URL                        | CVSS | ECOSYSTEM | PACKAGE     | VERSION               | SOURCE                                     |
| https://osv.dev/CVE-2019-19882 | 7.8  | Debian:12 | shadow      | 1:4.13+dfsg1-1        | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2007-5686  |      | Debian:12 | shadow      | 1:4.13+dfsg1-1        | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2019-19882 | 7.8  | Debian:12 | shadow      | 1:4.13+dfsg1-1        | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2013-4392  |      | Debian:12 | systemd     | 252.22-1~deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2013-4392  |      | Debian:12 | systemd     | 252.22-1~deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2005-2541  |      | Debian:12 | tar         | 1.34+dfsg-1.2+deb12u1 | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2017-5563  | 8.8  | Debian:12 | tiff        | 4.5.0-6+deb12u1       | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2017-9117  | 9.8  | Debian:12 | tiff        | 4.5.0-6+deb12u1       | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2018-10126 | 6.5  | Debian:12 | tiff        | 4.5.0-6+deb12u1       | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-1210  | 6.5  | Debian:12 | tiff        | 4.5.0-6+deb12u1       | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-1916  | 6.1  | Debian:12 | tiff        | 4.5.0-6+deb12u1       | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-3164  | 5.5  | Debian:12 | tiff        | 4.5.0-6+deb12u1       | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-6228  | 5.5  | Debian:12 | tiff        | 4.5.0-6+deb12u1       | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0563  | 5.5  | Debian:12 | util-linux  | 2.38.1-5+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0563  | 5.5  | Debian:12 | util-linux  | 2.38.1-5+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0563  | 5.5  | Debian:12 | util-linux  | 2.38.1-5+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0563  | 5.5  | Debian:12 | util-linux  | 2.38.1-5+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0563  | 5.5  | Debian:12 | util-linux  | 2.38.1-5+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0563  | 5.5  | Debian:12 | util-linux  | 2.38.1-5+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0563  | 5.5  | Debian:12 | util-linux  | 2.38.1-5+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2022-0563  | 5.5  | Debian:12 | util-linux  | 2.38.1-5+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
+--------------------------------+------+-----------+-------------+-----------------------+--------------------------------------------+
